training_seed,evaluation_seed,model,recon_nll,negative_elbo,posterior_log_variance,empirical_latent_code_variance,log_empirical_latent_code_variance,latent_topology_score,latent_bottleneck_z2_h1,latent_bottleneck_z2_h2,latent_bottleneck_z3_h1,latent_bottleneck_z3_h2
28,29,klein,55.472467266845705,67.29785865783691,-12.1515245803833,0.14431512355804443,-1.9357560123320605,0.1463063694536686,0.148962140083313,0.17296819388866425,0.20192444324493408,0.06137070059776306
28,29,torus,149.3933811767578,162.69720798339844,-9.19677226409912,0.49629849195480347,-0.7005777349692128,0.15000060759484768,0.21268007159233093,0.17296819388866425,0.15342960506677628,0.06092455983161926
28,29,euclidean,21.156703900146486,32.744633834838865,-8.8568378616333,4.5680084228515625,1.5190773162336997,0.18650075607001781,0.2560551352798939,0.17296819388866425,0.2560551352798939,0.06092455983161926
